respondent_id,year,country_raw,education_raw,job_role_raw,primary_language_raw,ml_tools_raw,years_experience_raw,salary_usd_raw,remote_work_raw,preferred_ide_raw,learning_platform_raw
100236,2018,BR,Masters,Data Engineer,JS,scikit-learn,4,94271.04179829039,N,JupyterLab,Blogs
100237,2017,UK,Master's,ML Engineer,JS,Keras;PyTorch,4,140716.42066859137,Yes,Notepad++,Coursera
100238,2020,BD,Master's,Student,Java,PyTorch,5-10,"$16,866",Hybrid,Spyder,Udemy
100239,2018,uk,Some college,Software Engineer,SQL,Keras;PyTorch;TensorFlow,7,"$122,871",N,VS Code,Kaggle
100240,2021,IND,Master's,data scientist,,PyTorch,5-10,107090.49363780532,No,VS Code,Coursera
100241,2021,UK,Masters,Data Engineer,,None;TensorFlow,0,"$95,730",N,Notepad++,Kaggle
100242,2021,India,Doctorate,Data Analyst,Java,XGBoost,4,87294.2541295435,Y,JupyterLab,University
100243,2019,United States,high School,Student,C#,LightGBM;PyTorch;TensorFlow,12,21624.59159873277,Hybrid,VS Code,Coursera
100244,2017,UK,Master's,Data Engineer,JS,LightGBM,4,146879.4864326786,Hybrid,Spyder,Coursera
100245,2021,USA,Masters,Data Analyst,r,Keras;LightGBM;PyTorch,0,"$109,056",Yes,RStudio,Coursera
100246,2019,BR,MS,ML Engineer,SQL,Keras;XGBoost,1-3,138231.15527019906,Y,Spyder,University
100247,2021,Brazil,BS,Data Engineer,JS,XGBoost;scikit-learn,3-5,"$82,516",Yes,RStudio,Kaggle
100248,2021,uk,MS,Software Engineer,PYTHON,TensorFlow;XGBoost,7,119775.11767572527,Y,Spyder,Coursera
100249,2021,US,High school,Data Analyst,SQL,None;PyTorch;XGBoost,4,"$102,845",No,Spyder,YouTube
100250,2018,Bangladesh,BA,Data Engineer,SQL,PyTorch;TensorFlow;XGBoost,10+,132537.35355239257,N,JupyterLab,YouTube
100251,2019,NG,MS,Researcher,JavaScript,Keras;PyTorch;scikit-learn,0,119047.46240061318,Hybrid,Notepad++,Coursera
100252,2021,Germany,MSc,Machine Learning Engineer,JS,PyTorch;XGBoost;scikit-learn,10+,104330.4600401609,N,Spyder,Udemy
100253,2018,US,MSc,Researcher,PYTHON,LightGBM;XGBoost,12,84019.28586573509,Y,PyCharm,Books
100254,2018,Australia,Bachelor's,Data Scientist,JavaScript,LightGBM;TensorFlow;scikit-learn,0-1,63380.57872367739,Y,JupyterLab,University
100255,2020,Bangladesh,Masters,ML Engineer,sql,XGBoost,12,102054.42532146409,Y,Notepad++,Blogs
100256,2021,US,ph.d,Data Analyst,C#,TensorFlow;XGBoost,0,79124.52877866657,Y,Spyder,University
100257,2020,uk,Bachelors,Researcher,C#,Keras;XGBoost,0,"$900,000",Hybrid,Spyder,University
100258,2020,India,Bachelor's,Machine Learning Engineer,C#,Keras;TensorFlow,10+,82538.30972045574,Hybrid,Notepad++,Udemy
100259,2017,AU,ph.d,Researcher,,Keras;PyTorch;XGBoost,10+,39929.880337376366,Hybrid,VS Code,YouTube
100260,2020,Australia,MS,Student,sql,None,0,14727.384374650945,No,JupyterLab,Coursera
100261,2021,UK,ph.d,data scientist,SQL,Keras;LightGBM;PyTorch,4,"$127,095",No,PyCharm,Books
100262,2018,Brazil,BS,Business Analyst,r,TensorFlow,1-3,124813.4214960476,N,Notepad++,YouTube
100263,2019,IND,Bachelor's,Data Scientist,JS,XGBoost,5-10,"$116,552",No,VS Code,Coursera
100264,2021,Germany,BA,Researcher,python,LightGBM;TensorFlow;scikit-learn,7,61136.41585177783,No,RStudio,Blogs
100265,2020,Nigeria,Master's,Other,R,Keras;LightGBM;None,10+,"$64,815",Yes,VS Code,Blogs
100266,2020,BR,Bachelor's,Business Analyst,Python,None;PyTorch;TensorFlow,0-1,"$94,284",Y,RStudio,Udemy
100267,2020,UK,Diploma/Other,Data Scientist,Python,Keras;XGBoost,12,131139.0306865717,Yes,JupyterLab,Kaggle
100268,2019,DE,PhD,Business Analyst,C#,PyTorch,3-5,38832.99705710944,N,RStudio,Kaggle
100269,2018,India,Doctorate,data scientist,SQL,LightGBM;TensorFlow,4,"$33,323",Hybrid,Notepad++,Udemy
100270,2021,United States,ph.d,Software Engineer,r,LightGBM;TensorFlow;XGBoost,3-5,"$143,934",N,Notepad++,University
100271,2021,Germany,MS,Software Engineer,python,LightGBM;PyTorch,1-3,118613.36177065372,No,PyCharm,University
100272,2021,uk,Diploma/Other,ML Engineer,Python,Keras,1.5,130935.42698319937,No,RStudio,Books
100273,2021,United Kingdom,BA,Machine Learning Engineer,JavaScript,LightGBM;XGBoost;scikit-learn,10+,91431.59576597226,Hybrid,Notepad++,Udemy
100274,2019,US,PhD,data scientist,Java,Keras;TensorFlow,1.5,72444.36448737813,N,Notepad++,Books
100275,2019,UK,ph.d,data scientist,JS,Keras;None;XGBoost,5-10,110172.83563044989,No,PyCharm,University
100276,2021,Bangladesh,,Data Engineer,SQL,PyTorch,7,132509.48143133058,Y,Spyder,Books
100277,2020,Australia,Some college,ML Engineer,R,LightGBM;XGBoost;scikit-learn,7,144630.47491212195,Y,Spyder,Blogs
100278,2020,Canada,high School,Data Engineer,python,XGBoost;scikit-learn,7,167249.09754821708,No,Spyder,YouTube
100279,2021,Bangladesh,Bachelors,Software Engineer,C#,PyTorch;TensorFlow;scikit-learn,12,93429.48522619336,Y,VS Code,YouTube
100280,2021,DE,Doctorate,Data Scientist,Java,TensorFlow;XGBoost,1.5,126145.54584419748,Y,Spyder,Coursera
100281,2019,Brazil,Master's,Other,r,LightGBM;PyTorch;scikit-learn,10+,77336.37218004065,Yes,Notepad++,Udemy
100282,2019,BR,high School,Data Scientist,sql,Keras;LightGBM;scikit-learn,7,79819.26834729534,Yes,VS Code,University
100283,2017,US,BS,Student,PYTHON,None;TensorFlow,1.5,"$10,340",Hybrid,RStudio,University
100284,2020,CAN,Masters,data scientist,JS,LightGBM;TensorFlow;XGBoost,0,45848.074542201364,Yes,PyCharm,YouTube
100285,2017,CAN,MS,Data Analyst,R,None;scikit-learn,0-1,73597.29514882031,Hybrid,RStudio,Blogs
100286,2019,Brazil,Masters,Business Analyst,sql,None,5-10,"$79,788",No,RStudio,Kaggle
100287,2020,Bangladesh,BS,ML Engineer,python,scikit-learn,1.5,107790.81343940561,N,VS Code,Udemy
100288,2018,India,high School,data scientist,JavaScript,PyTorch;XGBoost;scikit-learn,0-1,76608.5455400598,No,Notepad++,Coursera
100289,2020,CAN,Master's,ML Engineer,C#,TensorFlow,0-1,"$77,702",No,Spyder,Kaggle
100290,2017,IND,Some college,Data Engineer,SQL,XGBoost,12,71875.31305076943,Hybrid,PyCharm,Kaggle
100291,2017,Bangladesh,PhD,Business Analyst,R,Keras;PyTorch,10+,106833.21127640613,Yes,Spyder,YouTube
100292,2021,BD,PhD,Other,sql,PyTorch;XGBoost,0-1,38203.47991078213,Hybrid,Notepad++,Blogs
100293,2019,CAN,Doctorate,Business Analyst,SQL,LightGBM;PyTorch,1.5,93325.80974948016,No,JupyterLab,University
100294,2017,BD,Doctorate,Business Analyst,Java,None;TensorFlow,10+,99621.62962112222,No,RStudio,Coursera
100295,2019,Brazil,Masters,Student,C#,PyTorch;TensorFlow;XGBoost,5-10,10636.029948170888,Hybrid,PyCharm,Kaggle
100296,2021,JP,high School,Researcher,SQL,XGBoost;scikit-learn,5-10,103644.29609370772,Yes,JupyterLab,University
100297,2018,Australia,MSc,Data Engineer,Python,None;scikit-learn,5-10,137050.66473132692,N,Notepad++,Blogs
100298,2020,Brazil,Bachelor's,Researcher,R,Keras;None,10+,"$77,202",Yes,PyCharm,Udemy
100299,2017,USA,ph.d,Researcher,R,LightGBM;TensorFlow;XGBoost,1.5,74548.80562144119,No,Spyder,Kaggle
100300,2017,UK,Masters,Researcher,C#,Keras;LightGBM;None,10+,,Hybrid,Spyder,University
100301,2019,DE,high School,Researcher,SQL,Keras;TensorFlow,0,72956.95163248798,Y,VS Code,YouTube
100302,2020,IND,ph.d,Data Analyst,Python,Keras;LightGBM;XGBoost,12,29571.373516745658,Y,JupyterLab,Udemy
100303,2020,India,BA,ML Engineer,sql,PyTorch;TensorFlow;XGBoost,7,1200000,Hybrid,JupyterLab,Books
100304,2020,Nigeria,ph.d,Other,Java,PyTorch,3-5,65966.00043013167,Hybrid,PyCharm,Udemy
100305,2021,Brazil,Master's,Data Analyst,C#,LightGBM,0-1,88916.52664324436,N,VS Code,Books
100306,2019,U.S.A.,Some college,Other,Python,None;PyTorch;scikit-learn,3-5,56011.768498904785,No,VS Code,Blogs
100307,2019,Bangladesh,High school,ML Engineer,,Keras;PyTorch,0-1,167285.60144975266,N,Notepad++,Blogs
100308,2021,Japan,Diploma/Other,Researcher,JS,PyTorch;scikit-learn,0-1,88774.49059177433,N,Spyder,University
100309,2018,United States,High school,Business Analyst,r,XGBoost,10+,"$83,159",Yes,Spyder,Books
100310,2019,AU,,Student,PYTHON,None;scikit-learn,7,10210.10803998958,No,PyCharm,Udemy
100311,2017,Japan,MS,Machine Learning Engineer,SQL,Keras;PyTorch;scikit-learn,0,94074.21679525824,Y,RStudio,YouTube
100312,2017,IND,ph.d,ML Engineer,r,LightGBM;scikit-learn,0-1,"$101,850",Yes,RStudio,University
100313,2021,CAN,MS,Researcher,Python,LightGBM;TensorFlow;scikit-learn,1-3,73800.39277870703,Y,RStudio,Blogs
100314,2021,uk,MSc,data scientist,C#,scikit-learn,5-10,67090.9274540136,No,Notepad++,YouTube
100315,2020,Nigeria,BS,Data Scientist,python,LightGBM,10+,213507.57215439473,N,Spyder,Blogs
100316,2019,US,Bachelors,Software Engineer,Python,TensorFlow;XGBoost,3-5,190415.5923714013,Y,VS Code,Kaggle
100317,2018,BD,MSc,ML Engineer,JavaScript,None;PyTorch;XGBoost,0,88824.87448546886,Y,Notepad++,Udemy
100318,2018,AU,ph.d,data scientist,C#,Keras;LightGBM,0-1,47570.40394805651,Yes,RStudio,Udemy
100319,2018,U.S.A.,BA,Data Engineer,JavaScript,PyTorch;XGBoost,0,"$105,100",Yes,Notepad++,Kaggle
100320,2020,DE,Master's,ML Engineer,SQL,LightGBM;PyTorch;XGBoost,3-5,108787.621635825,N,Notepad++,University
100321,2020,U.S.A.,Doctorate,Data Engineer,r,None;TensorFlow,1-3,,Yes,JupyterLab,Udemy
100322,2020,CAN,ph.d,Other,PYTHON,LightGBM,1.5,42992.85026507779,Hybrid,JupyterLab,Coursera
100323,2018,U.S.A.,High school,Machine Learning Engineer,Java,Keras;None;scikit-learn,3-5,"$98,629",Yes,PyCharm,University
100324,2021,DE,MS,Business Analyst,C#,PyTorch;scikit-learn,0-1,46548.52388493795,Yes,JupyterLab,YouTube
100325,2020,U.S.A.,MSc,Data Engineer,SQL,None,1.5,223715.0107740473,Yes,JupyterLab,University
100326,2020,CAN,Doctorate,data scientist,,LightGBM;TensorFlow;XGBoost,3-5,52044.410590488355,Y,PyCharm,Udemy
100327,2020,United Kingdom,BS,Machine Learning Engineer,Java,TensorFlow;scikit-learn,3-5,193577.9655691347,Y,JupyterLab,University
100328,2019,UK,Master's,data scientist,SQL,Keras;TensorFlow,4,,N,Spyder,Udemy
100329,2018,DE,high School,Data Analyst,r,scikit-learn,1.5,82189.47970381609,Hybrid,Spyder,University
100330,2019,uk,Master's,Software Engineer,sql,LightGBM;None,12,77578.80553486716,No,JupyterLab,Kaggle
100331,2020,Japan,ph.d,ML Engineer,Java,Keras;TensorFlow,1.5,172486.35520445343,Hybrid,JupyterLab,Blogs
100332,2017,AU,PhD,Researcher,JavaScript,Keras;None;TensorFlow,1.5,82803.55685222396,Hybrid,RStudio,Kaggle
100333,2017,USA,Diploma/Other,Data Engineer,R,XGBoost,7,119915.29109907398,No,Notepad++,Books
100334,2017,Brazil,High school,Researcher,R,Keras;PyTorch;scikit-learn,1.5,,Y,PyCharm,Blogs
100335,2017,UK,Bachelor's,Machine Learning Engineer,JS,LightGBM;TensorFlow,1.5,111469.57331645984,Y,VS Code,University
100336,2021,Japan,Master's,Data Engineer,sql,XGBoost,7,203616.24065602748,Y,Spyder,Coursera
100337,2020,Canada,ph.d,Business Analyst,JavaScript,LightGBM;None;scikit-learn,5-10,58100.59615746286,Hybrid,PyCharm,Blogs
100338,2019,Japan,High school,Data Engineer,JS,LightGBM,1.5,107694.84192264281,Hybrid,RStudio,Coursera
100339,2017,United States,high School,Machine Learning Engineer,R,LightGBM;None;XGBoost,7,62154.1161220093,N,Notepad++,YouTube
100340,2019,IND,Master's,Software Engineer,sql,LightGBM;PyTorch;XGBoost,7,142770.87361383994,No,JupyterLab,Coursera
100341,2019,Nigeria,high School,Machine Learning Engineer,sql,None;TensorFlow;scikit-learn,0,206876.032613879,Hybrid,JupyterLab,University
100342,2018,India,MS,Researcher,SQL,PyTorch,1-3,96395.129934494,Y,Notepad++,Blogs
100343,2019,DE,BA,data scientist,r,LightGBM;scikit-learn,1-3,51012.53264341088,Yes,JupyterLab,Blogs
100344,2019,USA,PhD,Data Analyst,R,TensorFlow;XGBoost,7,113951.43994822392,No,JupyterLab,YouTube
100345,2020,Germany,Master's,ML Engineer,sql,LightGBM,3-5,155968.9771992629,No,Notepad++,Blogs
100346,2020,Germany,Masters,Data Scientist,JavaScript,PyTorch;TensorFlow;XGBoost,1.5,153128.38367896323,Y,VS Code,Blogs
100347,2017,India,Bachelor's,Machine Learning Engineer,python,XGBoost,1-3,59794.6445141787,N,PyCharm,Kaggle
100348,2019,uk,Bachelor's,Researcher,python,Keras,4,900000,N,Notepad++,Kaggle
100349,2020,Japan,Masters,Data Engineer,sql,Keras;XGBoost;scikit-learn,0,"$171,027",Y,Spyder,Udemy
100350,2019,Australia,ph.d,Machine Learning Engineer,JavaScript,XGBoost,1-3,93205.4441642421,No,JupyterLab,Coursera
100351,2021,IND,BS,data scientist,PYTHON,Keras;LightGBM,3-5,58688.888917439006,N,RStudio,University
100352,2020,Japan,Bachelors,Data Engineer,sql,None;PyTorch;TensorFlow,7,80542.85970572928,No,Spyder,Udemy
100353,2018,Nigeria,BS,Data Analyst,PYTHON,Keras;PyTorch;XGBoost,0-1,88480.27971340227,Hybrid,VS Code,University
100354,2017,Bangladesh,Bachelor's,Student,C#,LightGBM;XGBoost,4,9215.335669255215,Y,Notepad++,University
100355,2020,Germany,,Researcher,Java,TensorFlow;scikit-learn,12,63177.299576635945,Yes,PyCharm,Kaggle
100356,2017,US,BS,ML Engineer,C#,Keras;TensorFlow,4,69848.9463357332,N,Notepad++,Books
100357,2020,Nigeria,MS,Business Analyst,python,Keras;XGBoost;scikit-learn,7,127253.58776223246,Hybrid,Spyder,Books
100358,2021,US,Doctorate,Researcher,C#,TensorFlow,1.5,77539.19692759731,Yes,Notepad++,Books
100359,2020,JP,Doctorate,ML Engineer,r,None;PyTorch;scikit-learn,10+,141511.18681674812,Hybrid,VS Code,University
100360,2019,USA,Doctorate,ML Engineer,R,LightGBM;None;XGBoost,0,176534.52198698453,N,Notepad++,University
100361,2020,BD,MSc,Data Analyst,R,None;TensorFlow;scikit-learn,12,"$157,494",Hybrid,Spyder,Kaggle
100362,2019,Japan,MS,Data Analyst,SQL,Keras;LightGBM;None,12,76504.34190442877,Hybrid,Spyder,Blogs
100363,2020,USA,Bachelors,Student,Python,Keras,3-5,,No,PyCharm,Udemy
100364,2021,AU,BA,ML Engineer,JS,PyTorch,4,,No,Spyder,Blogs
100365,2019,United Kingdom,PhD,Student,sql,PyTorch,1-3,15365.829908634967,Yes,RStudio,YouTube
100366,2021,United Kingdom,ph.d,Software Engineer,Java,PyTorch,0,62011.42515008895,N,VS Code,Books
100367,2021,U.S.A.,ph.d,Researcher,JS,LightGBM;None,0,"$93,847",Yes,Spyder,University
100368,2018,India,Masters,ML Engineer,Java,Keras,0,"$105,745",Hybrid,JupyterLab,YouTube
100369,2017,BR,Bachelors,Data Engineer,Java,Keras;None;scikit-learn,0-1,"$115,379",Yes,Notepad++,Books
100370,2017,DE,High school,data scientist,PYTHON,None;PyTorch;scikit-learn,1.5,62441.89103867029,No,Notepad++,Udemy
100371,2017,JP,BS,Data Analyst,r,LightGBM;scikit-learn,0,61461.57551227737,Hybrid,VS Code,Kaggle
100372,2017,Australia,Diploma/Other,Other,PYTHON,Keras;PyTorch;scikit-learn,5-10,48555.76050119029,Y,Notepad++,Coursera
100373,2020,AU,high School,Data Scientist,R,PyTorch;TensorFlow;scikit-learn,12,153536.19778175317,No,Spyder,Blogs
100374,2017,DE,High school,Data Scientist,SQL,None;PyTorch;scikit-learn,3-5,81009.00762031699,Y,VS Code,Udemy
100375,2018,CAN,high School,data scientist,python,Keras;LightGBM;None,3-5,63383.628291901034,Y,PyCharm,Blogs
100376,2021,Australia,Bachelors,data scientist,C#,None;XGBoost;scikit-learn,3-5,67511.25424577949,Y,JupyterLab,Blogs
100377,2017,India,PhD,Data Analyst,sql,LightGBM;XGBoost,4,,No,VS Code,Coursera
100378,2021,Bangladesh,Doctorate,data scientist,JavaScript,LightGBM,1.5,"$88,096",Hybrid,RStudio,Kaggle
100379,2018,Bangladesh,Bachelor's,Machine Learning Engineer,JS,scikit-learn,5-10,167023.8913286575,N,Spyder,YouTube
100380,2017,Japan,BS,Data Scientist,JS,Keras;TensorFlow;XGBoost,12,"$143,901",N,PyCharm,Blogs
100381,2020,CAN,BS,Other,Python,None,5-10,62641.12008332187,Y,RStudio,Coursera
100382,2020,IND,Master's,Other,JavaScript,XGBoost;scikit-learn,0-1,90580.97911716919,Hybrid,JupyterLab,Udemy
100383,2021,CAN,Some college,Data Engineer,sql,Keras;TensorFlow;XGBoost,4,139807.53760173486,Yes,VS Code,YouTube
100384,2020,U.S.A.,,Machine Learning Engineer,R,None;PyTorch;scikit-learn,7,74225.851394416,Hybrid,Notepad++,Blogs
100385,2021,NG,Doctorate,Student,sql,LightGBM,1.5,15502.382082024133,Yes,Notepad++,YouTube
100386,2018,Brazil,MSc,Data Analyst,r,Keras;None;scikit-learn,7,124307.49179702988,No,PyCharm,YouTube
100387,2018,uk,Masters,Data Engineer,,LightGBM;None,1-3,,Hybrid,Notepad++,University
100388,2020,IND,High school,ML Engineer,python,PyTorch;scikit-learn,4,120007.84017077554,N,Spyder,Coursera
100389,2021,UK,PhD,Other,PYTHON,None;TensorFlow;scikit-learn,0-1,"$89,753",No,RStudio,Kaggle
100390,2021,NG,MS,Machine Learning Engineer,PYTHON,Keras;None;TensorFlow,1-3,88524.77039040203,Yes,JupyterLab,Books
100391,2019,Germany,BS,Business Analyst,,Keras;LightGBM,12,76953.1636280713,Yes,RStudio,University
100392,2019,NG,BA,Data Scientist,Java,None;XGBoost,3-5,119489.05629065883,Hybrid,PyCharm,Kaggle
100393,2021,USA,Diploma/Other,Data Engineer,JS,LightGBM;TensorFlow;scikit-learn,7,,Yes,VS Code,Books
100394,2019,United States,Bachelor's,Data Scientist,Java,Keras;PyTorch;TensorFlow,3-5,86581.12416888567,Yes,Spyder,Books
100395,2021,AU,ph.d,Other,sql,TensorFlow,0,40626.814516151266,No,RStudio,Blogs
100396,2021,uk,BS,data scientist,JavaScript,Keras;XGBoost;scikit-learn,0-1,48534.313196050214,No,PyCharm,Books
100397,2019,NG,High school,Student,python,Keras;LightGBM;PyTorch,0,15153.57001903012,Yes,Spyder,University
100398,2020,United States,BA,ML Engineer,r,XGBoost,10+,91967.12474794251,N,PyCharm,University
100399,2020,Canada,MSc,Researcher,R,LightGBM;XGBoost,5-10,95782.55332475042,No,VS Code,University
100400,2017,United States,Bachelor's,Business Analyst,SQL,LightGBM,0-1,202850.19020755883,Hybrid,VS Code,Books
100401,2021,Australia,Masters,Machine Learning Engineer,python,None;TensorFlow;XGBoost,1.5,"$137,138",Y,VS Code,Udemy
100402,2019,AU,BS,data scientist,Python,TensorFlow;XGBoost,1.5,71804.6230339253,Hybrid,RStudio,Blogs
100403,2021,U.S.A.,MSc,data scientist,C#,TensorFlow,1.5,74742.48592589043,Yes,Spyder,YouTube
100404,2019,US,Masters,Other,PYTHON,TensorFlow,10+,"$52,718",Hybrid,JupyterLab,Books
100405,2021,CAN,ph.d,Software Engineer,SQL,Keras;PyTorch,5-10,96804.74269188283,Yes,PyCharm,Udemy
100406,2019,BR,high School,Data Analyst,python,LightGBM;PyTorch;TensorFlow,0,59570.02508224801,Y,VS Code,YouTube
100407,2017,Canada,Doctorate,ML Engineer,Java,Keras,4,138187.11417144336,Hybrid,VS Code,Coursera
100408,2021,BD,Doctorate,Other,r,None,12,62769.640757609166,Yes,PyCharm,Books
100409,2017,uk,Bachelors,data scientist,R,Keras;PyTorch;XGBoost,0-1,"$50,282",Hybrid,JupyterLab,Books
100410,2018,BD,High school,Student,Java,XGBoost,7,,No,VS Code,University
100411,2021,USA,Doctorate,Data Analyst,python,None;scikit-learn,5-10,"$89,767",No,PyCharm,Books
100412,2021,CAN,BA,Other,JS,LightGBM,1-3,600000,N,Spyder,Kaggle
100413,2020,U.S.A.,High school,data scientist,R,LightGBM;PyTorch,3-5,70689.69195076577,Yes,JupyterLab,Coursera
100414,2020,US,Master's,Data Scientist,PYTHON,XGBoost,1.5,,Y,RStudio,Coursera
100415,2019,CAN,PhD,Student,PYTHON,Keras;LightGBM;TensorFlow,10+,,Hybrid,RStudio,Udemy
100416,2018,US,MSc,Data Engineer,JavaScript,Keras;LightGBM;TensorFlow,4,106471.38825475238,Y,Spyder,University
100417,2019,US,high School,Machine Learning Engineer,sql,None;PyTorch;TensorFlow,7,79634.0507687748,No,Notepad++,Books
100418,2020,Brazil,Doctorate,Data Scientist,sql,LightGBM;None,0,158074.75729948527,Y,Spyder,Books
100419,2020,Nigeria,BA,Data Engineer,C#,Keras,1.5,"$138,583",Hybrid,PyCharm,Coursera
100420,2021,uk,MSc,ML Engineer,Python,Keras;None;scikit-learn,4,207876.67505517183,N,JupyterLab,Books
100421,2021,BR,Bachelor's,Data Analyst,python,LightGBM;None;TensorFlow,10+,81945.10743879841,N,Notepad++,Coursera
100422,2017,IND,MSc,Student,SQL,None;TensorFlow,3-5,15183.35881292771,No,Spyder,Kaggle
100423,2019,AU,BA,Data Engineer,Python,LightGBM;None,0,59246.585505905976,N,Spyder,Udemy
100424,2017,BR,Bachelor's,Researcher,C#,Keras,3-5,"$109,384",Y,VS Code,Coursera
100425,2020,US,Bachelor's,Data Engineer,R,XGBoost;scikit-learn,4,112587.8507852029,Yes,JupyterLab,YouTube
100426,2019,India,Doctorate,Data Analyst,SQL,LightGBM;TensorFlow,0,120987.65519495931,Yes,VS Code,Udemy
100427,2021,BR,ph.d,Data Analyst,python,None;XGBoost,0,94665.01168466089,Yes,JupyterLab,Blogs
100428,2019,Australia,Masters,Data Engineer,python,Keras;LightGBM;None,3-5,178546.3012108518,No,Notepad++,University
100429,2017,JP,Master's,Other,SQL,LightGBM;TensorFlow,7,107792.71941305544,N,JupyterLab,Udemy
100430,2018,Australia,MSc,Data Analyst,sql,Keras;LightGBM,10+,70393.40337605678,No,PyCharm,Blogs
100431,2021,United States,ph.d,Data Engineer,sql,None,12,111913.90802747158,Yes,PyCharm,YouTube
100432,2020,uk,Diploma/Other,Data Engineer,R,LightGBM,12,148805.28864662664,Yes,RStudio,Udemy
100433,2017,uk,ph.d,data scientist,,Keras,0,52772.81802432364,No,Notepad++,Coursera
100434,2017,AU,PhD,Other,SQL,Keras;PyTorch;scikit-learn,5-10,55159.53810287462,No,Notepad++,Coursera
100435,2020,Canada,BS,data scientist,Python,PyTorch;scikit-learn,4,39018.7210826546,Y,PyCharm,University
100436,2017,Nigeria,Diploma/Other,Student,SQL,PyTorch;XGBoost;scikit-learn,4,20307.60929981355,N,Notepad++,Books
100437,2021,Australia,Bachelor's,Data Analyst,Java,scikit-learn,0-1,"$100,704",Hybrid,VS Code,Kaggle
100438,2020,United Kingdom,high School,data scientist,SQL,None;PyTorch;TensorFlow,1-3,111318.61335939926,N,VS Code,Kaggle
100439,2017,Japan,MSc,Researcher,Python,PyTorch,3-5,55005.01797644698,N,RStudio,Udemy
100440,2017,US,high School,Software Engineer,R,,1.5,112325.29810160476,N,Notepad++,Blogs
100441,2021,Brazil,BS,Other,r,Keras;TensorFlow,1-3,,Yes,RStudio,YouTube
100442,2019,Brazil,Some college,Researcher,PYTHON,Keras;scikit-learn,0-1,106238.50407973805,Y,VS Code,Kaggle
100443,2019,Australia,PhD,Data Engineer,Java,TensorFlow,1-3,"$91,695",Yes,PyCharm,Udemy
100444,2021,JP,BS,data scientist,Java,None,1-3,56801.017636204975,Hybrid,RStudio,University
100445,2021,Nigeria,Diploma/Other,Other,r,LightGBM;XGBoost;scikit-learn,1.5,25990.68055587493,No,JupyterLab,University
100446,2021,Canada,Bachelors,Researcher,Python,Keras;PyTorch,4,112208.83598474515,Hybrid,PyCharm,Books
100447,2020,United Kingdom,MSc,Data Scientist,PYTHON,LightGBM;None;scikit-learn,1-3,59625.33529710906,Hybrid,Spyder,University
100448,2019,BR,Bachelor's,Business Analyst,Python,None;PyTorch;XGBoost,1.5,56831.516248675856,N,Notepad++,Books
100449,2017,Nigeria,MSc,ML Engineer,Java,Keras;scikit-learn,1.5,135478.69718052697,Yes,Spyder,YouTube
100450,2021,NG,Doctorate,Data Engineer,JS,TensorFlow;XGBoost,1-3,"$128,470",Y,PyCharm,Udemy
100451,2020,India,Doctorate,ML Engineer,PYTHON,PyTorch;scikit-learn,1-3,"$57,902",Y,PyCharm,Books
100452,2019,JP,Bachelors,Data Engineer,r,Keras,1-3,,Yes,RStudio,YouTube
100453,2021,CAN,MS,Software Engineer,r,PyTorch;XGBoost,0-1,,N,Spyder,YouTube
100454,2017,Germany,high School,Student,PYTHON,TensorFlow,12,34633.3939186484,N,Spyder,Books
100455,2019,USA,Diploma/Other,data scientist,JavaScript,None;scikit-learn,10+,79876.16316112092,N,JupyterLab,University
100456,2017,United Kingdom,Masters,Other,Java,None;XGBoost,4,36220.44442634478,Yes,PyCharm,Kaggle
100457,2019,CAN,Bachelors,Data Engineer,JavaScript,LightGBM,1.5,,Yes,RStudio,Kaggle
100458,2017,AU,Bachelor's,Data Scientist,Java,Keras;None,0-1,175741.83972613618,Hybrid,JupyterLab,Kaggle
100459,2017,United Kingdom,Some college,Researcher,JS,scikit-learn,5-10,52344.640845962844,No,JupyterLab,Blogs
100460,2017,DE,Doctorate,Software Engineer,r,LightGBM;PyTorch;XGBoost,1-3,"$84,682",No,RStudio,Udemy
100461,2020,Germany,ph.d,Researcher,C#,Keras;None,0-1,74726.31582602442,N,PyCharm,Coursera
100462,2020,UK,ph.d,Business Analyst,sql,LightGBM;TensorFlow;XGBoost,0-1,"$91,975",No,PyCharm,Books
100463,2020,India,Some college,Data Scientist,R,None;PyTorch;scikit-learn,0,206392.40360984844,No,JupyterLab,Kaggle
100464,2021,DE,MS,Student,JS,scikit-learn,0-1,10886.09311118982,No,JupyterLab,University
100465,2019,Japan,Master's,Data Analyst,Java,XGBoost,7,53707.72539090478,Hybrid,JupyterLab,Udemy
100466,2018,United Kingdom,ph.d,data scientist,r,scikit-learn,1.5,61103.78510743495,Yes,PyCharm,Books
100467,2021,BR,Doctorate,ML Engineer,R,LightGBM;TensorFlow,5-10,"$107,827",Hybrid,Notepad++,University
100468,2018,NG,High school,Other,Python,LightGBM;PyTorch;TensorFlow,12,40846.75631623123,Yes,PyCharm,Kaggle
100469,2021,Japan,Doctorate,Machine Learning Engineer,JS,Keras;PyTorch,1.5,,Hybrid,RStudio,Kaggle
100470,2017,India,Master's,Machine Learning Engineer,JS,None;XGBoost,1.5,88692.12862852546,N,VS Code,Coursera
100471,2021,NG,PhD,Software Engineer,C#,LightGBM;None;XGBoost,10+,75129.09248064154,Hybrid,Notepad++,Coursera
100472,2017,Nigeria,high School,Software Engineer,r,Keras;LightGBM,10+,189816.26545427457,Hybrid,Notepad++,Blogs
