respondent_id,year,country_raw,education_raw,job_role_raw,primary_language_raw,ml_tools_raw,years_experience_raw,salary_usd_raw,remote_work_raw,preferred_ide_raw,learning_platform_raw,country,education,job_role,primary_language,remote_work,years_experience,salary_usd,ml_tools_list,ml_tool_count,country_le,education_le,job_role_le,primary_language_le,remote_work_le
100348,2019,uk,Bachelor's,Researcher,python,Keras,4,900000,N,Notepad++,Kaggle,United Kingdom,Bachelor's,Researcher,Python,No,4.0,700999.9999999991,['Keras'],1,8,0,6,3,1
100349,2020,Japan,Masters,Data Engineer,sql,Keras;XGBoost;scikit-learn,0,"$171,027",Y,Spyder,Udemy,Japan,Master's,Data Engineer,SQL,Yes,0.0,171027.0,"['Keras', 'XGBoost', 'scikit-learn']",3,6,3,2,5,2
100350,2019,Australia,ph.d,Machine Learning Engineer,JavaScript,XGBoost,1-3,93205.4441642421,No,JupyterLab,Coursera,Australia,Doctorate,ML Engineer,JavaScript,No,2.0,93205.4441642421,['XGBoost'],1,0,1,4,2,1
100351,2021,IND,BS,data scientist,PYTHON,Keras;LightGBM,3-5,58688.888917439006,N,RStudio,University,India,Bachelor's,Data Scientist,Python,No,4.0,58688.888917439006,"['Keras', 'LightGBM']",2,5,0,3,3,1
100352,2020,Japan,Bachelors,Data Engineer,sql,None;PyTorch;TensorFlow,7,80542.85970572928,No,Spyder,Udemy,Japan,Bachelor's,Data Engineer,SQL,No,7.0,80542.85970572928,"['None', 'PyTorch', 'TensorFlow']",3,6,0,2,5,1
100353,2018,Nigeria,BS,Data Analyst,PYTHON,Keras;PyTorch;XGBoost,0-1,88480.27971340227,Hybrid,VS Code,University,Nigeria,Bachelor's,Data Analyst,Python,Hybrid,0.5,88480.27971340227,"['Keras', 'PyTorch', 'XGBoost']",3,7,0,1,3,0
100354,2017,Bangladesh,Bachelor's,Student,C#,LightGBM;XGBoost,4,9215.335669255215,Y,Notepad++,University,Bangladesh,Bachelor's,Student,C#,Yes,4.0,9590.92149958966,"['LightGBM', 'XGBoost']",2,1,0,8,0,2
100355,2020,Germany,,Researcher,Java,TensorFlow;scikit-learn,12,63177.299576635945,Yes,PyCharm,Kaggle,Germany,Unknown,Researcher,Java,Yes,12.0,63177.299576635945,"['TensorFlow', 'scikit-learn']",2,4,6,6,1,2
100356,2017,US,BS,ML Engineer,C#,Keras;TensorFlow,4,69848.9463357332,N,Notepad++,Books,United States,Bachelor's,ML Engineer,C#,No,4.0,69848.9463357332,"['Keras', 'TensorFlow']",2,9,0,4,0,1
100357,2020,Nigeria,MS,Business Analyst,python,Keras;XGBoost;scikit-learn,7,127253.58776223246,Hybrid,Spyder,Books,Nigeria,Master's,Business Analyst,Python,Hybrid,7.0,127253.58776223246,"['Keras', 'XGBoost', 'scikit-learn']",3,7,3,0,3,0
100358,2021,US,Doctorate,Researcher,C#,TensorFlow,1.5,77539.19692759731,Yes,Notepad++,Books,United States,Doctorate,Researcher,C#,Yes,1.5,77539.19692759731,['TensorFlow'],1,9,1,6,0,2
100359,2020,JP,Doctorate,ML Engineer,r,None;PyTorch;scikit-learn,10+,141511.18681674812,Hybrid,VS Code,University,Japan,Doctorate,ML Engineer,R,Hybrid,12.0,141511.18681674812,"['None', 'PyTorch', 'scikit-learn']",3,6,1,4,4,0
100360,2019,USA,Doctorate,ML Engineer,R,LightGBM;None;XGBoost,0,176534.52198698453,N,Notepad++,University,United States,Doctorate,ML Engineer,R,No,0.0,176534.52198698453,"['LightGBM', 'None', 'XGBoost']",3,9,1,4,4,1
100361,2020,BD,MSc,Data Analyst,R,None;TensorFlow;scikit-learn,12,"$157,494",Hybrid,Spyder,Kaggle,Bangladesh,Master's,Data Analyst,R,Hybrid,12.0,157494.0,"['None', 'TensorFlow', 'scikit-learn']",3,1,3,1,4,0
100362,2019,Japan,MS,Data Analyst,SQL,Keras;LightGBM;None,12,76504.34190442877,Hybrid,Spyder,Blogs,Japan,Master's,Data Analyst,SQL,Hybrid,12.0,76504.34190442877,"['Keras', 'LightGBM', 'None']",3,6,3,1,5,0
100363,2020,USA,Bachelors,Student,Python,Keras,3-5,,No,PyCharm,Udemy,United States,Bachelor's,Student,Python,No,4.0,15114.634784844728,['Keras'],1,9,0,8,3,1
100364,2021,AU,BA,ML Engineer,JS,PyTorch,4,,No,Spyder,Blogs,Australia,Bachelor's,ML Engineer,JavaScript,No,4.0,127994.21227948472,['PyTorch'],1,0,0,4,2,1
100365,2019,United Kingdom,PhD,Student,sql,PyTorch,1-3,15365.829908634967,Yes,RStudio,YouTube,United Kingdom,Doctorate,Student,SQL,Yes,2.0,15365.829908634967,['PyTorch'],1,8,1,8,5,2
100366,2021,United Kingdom,ph.d,Software Engineer,Java,PyTorch,0,62011.42515008895,N,VS Code,Books,United Kingdom,Doctorate,Software Engineer,Java,No,0.0,62011.42515008895,['PyTorch'],1,8,1,7,1,1
100367,2021,U.S.A.,ph.d,Researcher,JS,LightGBM;None,0,"$93,847",Yes,Spyder,University,United States,Doctorate,Researcher,JavaScript,Yes,0.0,93847.0,"['LightGBM', 'None']",2,9,1,6,2,2
100368,2018,India,Masters,ML Engineer,Java,Keras,0,"$105,745",Hybrid,JupyterLab,YouTube,India,Master's,ML Engineer,Java,Hybrid,0.0,105745.0,['Keras'],1,5,3,4,1,0
100369,2017,BR,Bachelors,Data Engineer,Java,Keras;None;scikit-learn,0-1,"$115,379",Yes,Notepad++,Books,Brazil,Bachelor's,Data Engineer,Java,Yes,0.5,115379.0,"['Keras', 'None', 'scikit-learn']",3,2,0,2,1,2
100370,2017,DE,High school,data scientist,PYTHON,None;PyTorch;scikit-learn,1.5,62441.89103867029,No,Notepad++,Udemy,Germany,High School or Less,Data Scientist,Python,No,1.5,62441.89103867029,"['None', 'PyTorch', 'scikit-learn']",3,4,2,3,3,1
100371,2017,JP,BS,Data Analyst,r,LightGBM;scikit-learn,0,61461.57551227737,Hybrid,VS Code,Kaggle,Japan,Bachelor's,Data Analyst,R,Hybrid,0.0,61461.57551227737,"['LightGBM', 'scikit-learn']",2,6,0,1,4,0
100372,2017,Australia,Diploma/Other,Other,PYTHON,Keras;PyTorch;scikit-learn,5-10,48555.76050119029,Y,Notepad++,Coursera,Australia,Other,Other,Python,Yes,7.5,48555.76050119029,"['Keras', 'PyTorch', 'scikit-learn']",3,0,4,5,3,2
100373,2020,AU,high School,Data Scientist,R,PyTorch;TensorFlow;scikit-learn,12,153536.19778175317,No,Spyder,Blogs,Australia,High School or Less,Data Scientist,R,No,12.0,153536.19778175317,"['PyTorch', 'TensorFlow', 'scikit-learn']",3,0,2,3,4,1
100374,2017,DE,High school,Data Scientist,SQL,None;PyTorch;scikit-learn,3-5,81009.00762031699,Y,VS Code,Udemy,Germany,High School or Less,Data Scientist,SQL,Yes,4.0,81009.00762031699,"['None', 'PyTorch', 'scikit-learn']",3,4,2,3,5,2
100375,2018,CAN,high School,data scientist,python,Keras;LightGBM;None,3-5,63383.628291901034,Y,PyCharm,Blogs,Canada,High School or Less,Data Scientist,Python,Yes,4.0,63383.628291901034,"['Keras', 'LightGBM', 'None']",3,3,2,3,3,2
100376,2021,Australia,Bachelors,data scientist,C#,None;XGBoost;scikit-learn,3-5,67511.25424577949,Y,JupyterLab,Blogs,Australia,Bachelor's,Data Scientist,C#,Yes,4.0,67511.25424577949,"['None', 'XGBoost', 'scikit-learn']",3,0,0,3,0,2
100377,2017,India,PhD,Data Analyst,sql,LightGBM;XGBoost,4,,No,VS Code,Coursera,India,Doctorate,Data Analyst,SQL,No,4.0,87259.40781930309,"['LightGBM', 'XGBoost']",2,5,1,1,5,1
100378,2021,Bangladesh,Doctorate,data scientist,JavaScript,LightGBM,1.5,"$88,096",Hybrid,RStudio,Kaggle,Bangladesh,Doctorate,Data Scientist,JavaScript,Hybrid,1.5,88096.0,['LightGBM'],1,1,1,3,2,0
100379,2018,Bangladesh,Bachelor's,Machine Learning Engineer,JS,scikit-learn,5-10,167023.8913286575,N,Spyder,YouTube,Bangladesh,Bachelor's,ML Engineer,JavaScript,No,7.5,167023.8913286575,['scikit-learn'],1,1,0,4,2,1
100380,2017,Japan,BS,Data Scientist,JS,Keras;TensorFlow;XGBoost,12,"$143,901",N,PyCharm,Blogs,Japan,Bachelor's,Data Scientist,JavaScript,No,12.0,143901.0,"['Keras', 'TensorFlow', 'XGBoost']",3,6,0,3,2,1
100381,2020,CAN,BS,Other,Python,None,5-10,62641.12008332187,Y,RStudio,Coursera,Canada,Bachelor's,Other,Python,Yes,7.5,62641.12008332187,[],0,3,0,5,3,2
100382,2020,IND,Master's,Other,JavaScript,XGBoost;scikit-learn,0-1,90580.97911716919,Hybrid,JupyterLab,Udemy,India,Master's,Other,JavaScript,Hybrid,0.5,90580.97911716919,"['XGBoost', 'scikit-learn']",2,5,3,5,2,0
100383,2021,CAN,Some college,Data Engineer,sql,Keras;TensorFlow;XGBoost,4,139807.53760173486,Yes,VS Code,YouTube,Canada,Some College,Data Engineer,SQL,Yes,4.0,139807.53760173486,"['Keras', 'TensorFlow', 'XGBoost']",3,3,5,2,5,2
100384,2020,U.S.A.,,Machine Learning Engineer,R,None;PyTorch;scikit-learn,7,74225.851394416,Hybrid,Notepad++,Blogs,United States,Unknown,ML Engineer,R,Hybrid,7.0,74225.851394416,"['None', 'PyTorch', 'scikit-learn']",3,9,6,4,4,0
100385,2021,NG,Doctorate,Student,sql,LightGBM,1.5,15502.382082024133,Yes,Notepad++,YouTube,Nigeria,Doctorate,Student,SQL,Yes,1.5,15502.382082024133,['LightGBM'],1,7,1,8,5,2
100386,2018,Brazil,MSc,Data Analyst,r,Keras;None;scikit-learn,7,124307.49179702988,No,PyCharm,YouTube,Brazil,Master's,Data Analyst,R,No,7.0,124307.49179702988,"['Keras', 'None', 'scikit-learn']",3,2,3,1,4,1
100387,2018,uk,Masters,Data Engineer,,LightGBM;None,1-3,,Hybrid,Notepad++,University,United Kingdom,Master's,Data Engineer,Unknown,Hybrid,2.0,116054.05641581563,"['LightGBM', 'None']",2,8,3,2,6,0
100388,2020,IND,High school,ML Engineer,python,PyTorch;scikit-learn,4,120007.84017077554,N,Spyder,Coursera,India,High School or Less,ML Engineer,Python,No,4.0,120007.84017077554,"['PyTorch', 'scikit-learn']",2,5,2,4,3,1
100389,2021,UK,PhD,Other,PYTHON,None;TensorFlow;scikit-learn,0-1,"$89,753",No,RStudio,Kaggle,United Kingdom,Doctorate,Other,Python,No,0.5,89753.0,"['None', 'TensorFlow', 'scikit-learn']",3,8,1,5,3,1
100390,2021,NG,MS,Machine Learning Engineer,PYTHON,Keras;None;TensorFlow,1-3,88524.77039040203,Yes,JupyterLab,Books,Nigeria,Master's,ML Engineer,Python,Yes,2.0,88524.77039040203,"['Keras', 'None', 'TensorFlow']",3,7,3,4,3,2
100391,2019,Germany,BS,Business Analyst,,Keras;LightGBM,12,76953.1636280713,Yes,RStudio,University,Germany,Bachelor's,Business Analyst,Unknown,Yes,12.0,76953.1636280713,"['Keras', 'LightGBM']",2,4,0,0,6,2
100392,2019,NG,BA,Data Scientist,Java,None;XGBoost,3-5,119489.05629065883,Hybrid,PyCharm,Kaggle,Nigeria,Bachelor's,Data Scientist,Java,Hybrid,4.0,119489.05629065883,"['None', 'XGBoost']",2,7,0,3,1,0
100393,2021,USA,Diploma/Other,Data Engineer,JS,LightGBM;TensorFlow;scikit-learn,7,,Yes,VS Code,Books,United States,Other,Data Engineer,JavaScript,Yes,7.0,116054.05641581563,"['LightGBM', 'TensorFlow', 'scikit-learn']",3,9,4,2,2,2
100394,2019,United States,Bachelor's,Data Scientist,Java,Keras;PyTorch;TensorFlow,3-5,86581.12416888567,Yes,Spyder,Books,United States,Bachelor's,Data Scientist,Java,Yes,4.0,86581.12416888567,"['Keras', 'PyTorch', 'TensorFlow']",3,9,0,3,1,2
100395,2021,AU,ph.d,Other,sql,TensorFlow,0,40626.814516151266,No,RStudio,Blogs,Australia,Doctorate,Other,SQL,No,0.0,40626.814516151266,['TensorFlow'],1,0,1,5,5,1
100396,2021,uk,BS,data scientist,JavaScript,Keras;XGBoost;scikit-learn,0-1,48534.313196050214,No,PyCharm,Books,United Kingdom,Bachelor's,Data Scientist,JavaScript,No,0.5,48534.313196050214,"['Keras', 'XGBoost', 'scikit-learn']",3,8,0,3,2,1
100397,2019,NG,High school,Student,python,Keras;LightGBM;PyTorch,0,15153.57001903012,Yes,Spyder,University,Nigeria,High School or Less,Student,Python,Yes,0.0,15153.57001903012,"['Keras', 'LightGBM', 'PyTorch']",3,7,2,8,3,2
100398,2020,United States,BA,ML Engineer,r,XGBoost,10+,91967.12474794251,N,PyCharm,University,United States,Bachelor's,ML Engineer,R,No,12.0,91967.12474794251,['XGBoost'],1,9,0,4,4,1
100399,2020,Canada,MSc,Researcher,R,LightGBM;XGBoost,5-10,95782.55332475042,No,VS Code,University,Canada,Master's,Researcher,R,No,7.5,95782.55332475042,"['LightGBM', 'XGBoost']",2,3,3,6,4,1
100400,2017,United States,Bachelor's,Business Analyst,SQL,LightGBM,0-1,202850.19020755883,Hybrid,VS Code,Books,United States,Bachelor's,Business Analyst,SQL,Hybrid,0.5,202850.19020755883,['LightGBM'],1,9,0,0,5,0
100401,2021,Australia,Masters,Machine Learning Engineer,python,None;TensorFlow;XGBoost,1.5,"$137,138",Y,VS Code,Udemy,Australia,Master's,ML Engineer,Python,Yes,1.5,137138.0,"['None', 'TensorFlow', 'XGBoost']",3,0,3,4,3,2
100402,2019,AU,BS,data scientist,Python,TensorFlow;XGBoost,1.5,71804.6230339253,Hybrid,RStudio,Blogs,Australia,Bachelor's,Data Scientist,Python,Hybrid,1.5,71804.6230339253,"['TensorFlow', 'XGBoost']",2,0,0,3,3,0
100403,2021,U.S.A.,MSc,data scientist,C#,TensorFlow,1.5,74742.48592589043,Yes,Spyder,YouTube,United States,Master's,Data Scientist,C#,Yes,1.5,74742.48592589043,['TensorFlow'],1,9,3,3,0,2
100404,2019,US,Masters,Other,PYTHON,TensorFlow,10+,"$52,718",Hybrid,JupyterLab,Books,United States,Master's,Other,Python,Hybrid,12.0,52718.0,['TensorFlow'],1,9,3,5,3,0
100405,2021,CAN,ph.d,Software Engineer,SQL,Keras;PyTorch,5-10,96804.74269188283,Yes,PyCharm,Udemy,Canada,Doctorate,Software Engineer,SQL,Yes,7.5,96804.74269188283,"['Keras', 'PyTorch']",2,3,1,7,5,2
100406,2019,BR,high School,Data Analyst,python,LightGBM;PyTorch;TensorFlow,0,59570.02508224801,Y,VS Code,YouTube,Brazil,High School or Less,Data Analyst,Python,Yes,0.0,59570.02508224801,"['LightGBM', 'PyTorch', 'TensorFlow']",3,2,2,1,3,2
100407,2017,Canada,Doctorate,ML Engineer,Java,Keras,4,138187.11417144336,Hybrid,VS Code,Coursera,Canada,Doctorate,ML Engineer,Java,Hybrid,4.0,138187.11417144336,['Keras'],1,3,1,4,1,0
100408,2021,BD,Doctorate,Other,r,None,12,62769.640757609166,Yes,PyCharm,Books,Bangladesh,Doctorate,Other,R,Yes,12.0,62769.640757609166,[],0,1,1,5,4,2
100409,2017,uk,Bachelors,data scientist,R,Keras;PyTorch;XGBoost,0-1,"$50,282",Hybrid,JupyterLab,Books,United Kingdom,Bachelor's,Data Scientist,R,Hybrid,0.5,50282.0,"['Keras', 'PyTorch', 'XGBoost']",3,8,0,3,4,0
100410,2018,BD,High school,Student,Java,XGBoost,7,,No,VS Code,University,Bangladesh,High School or Less,Student,Java,No,7.0,15114.634784844728,['XGBoost'],1,1,2,8,1,1
100411,2021,USA,Doctorate,Data Analyst,python,None;scikit-learn,5-10,"$89,767",No,PyCharm,Books,United States,Doctorate,Data Analyst,Python,No,7.5,89767.0,"['None', 'scikit-learn']",2,9,1,1,3,1
100412,2021,CAN,BA,Other,JS,LightGBM,1-3,600000,N,Spyder,Kaggle,Canada,Bachelor's,Other,JavaScript,No,2.0,600000.0,['LightGBM'],1,3,0,5,2,1
100413,2020,U.S.A.,High school,data scientist,R,LightGBM;PyTorch,3-5,70689.69195076577,Yes,JupyterLab,Coursera,United States,High School or Less,Data Scientist,R,Yes,4.0,70689.69195076577,"['LightGBM', 'PyTorch']",2,9,2,3,4,2
100414,2020,US,Master's,Data Scientist,PYTHON,XGBoost,1.5,,Y,RStudio,Coursera,United States,Master's,Data Scientist,Python,Yes,1.5,87557.46673558994,['XGBoost'],1,9,3,3,3,2
100415,2019,CAN,PhD,Student,PYTHON,Keras;LightGBM;TensorFlow,10+,,Hybrid,RStudio,Udemy,Canada,Doctorate,Student,Python,Hybrid,12.0,15114.634784844728,"['Keras', 'LightGBM', 'TensorFlow']",3,3,1,8,3,0
100416,2018,US,MSc,Data Engineer,JavaScript,Keras;LightGBM;TensorFlow,4,106471.38825475238,Y,Spyder,University,United States,Master's,Data Engineer,JavaScript,Yes,4.0,106471.38825475238,"['Keras', 'LightGBM', 'TensorFlow']",3,9,3,2,2,2
100417,2019,US,high School,Machine Learning Engineer,sql,None;PyTorch;TensorFlow,7,79634.0507687748,No,Notepad++,Books,United States,High School or Less,ML Engineer,SQL,No,7.0,79634.0507687748,"['None', 'PyTorch', 'TensorFlow']",3,9,2,4,5,1
100418,2020,Brazil,Doctorate,Data Scientist,sql,LightGBM;None,0,158074.75729948527,Y,Spyder,Books,Brazil,Doctorate,Data Scientist,SQL,Yes,0.0,158074.75729948527,"['LightGBM', 'None']",2,2,1,3,5,2
100419,2020,Nigeria,BA,Data Engineer,C#,Keras,1.5,"$138,583",Hybrid,PyCharm,Coursera,Nigeria,Bachelor's,Data Engineer,C#,Hybrid,1.5,138583.0,['Keras'],1,7,0,2,0,0
100420,2021,uk,MSc,ML Engineer,Python,Keras;None;scikit-learn,4,207876.67505517183,N,JupyterLab,Books,United Kingdom,Master's,ML Engineer,Python,No,4.0,207876.67505517183,"['Keras', 'None', 'scikit-learn']",3,8,3,4,3,1
100421,2021,BR,Bachelor's,Data Analyst,python,LightGBM;None;TensorFlow,10+,81945.10743879841,N,Notepad++,Coursera,Brazil,Bachelor's,Data Analyst,Python,No,12.0,81945.10743879841,"['LightGBM', 'None', 'TensorFlow']",3,2,0,1,3,1
100422,2017,IND,MSc,Student,SQL,None;TensorFlow,3-5,15183.35881292771,No,Spyder,Kaggle,India,Master's,Student,SQL,No,4.0,15183.35881292771,"['None', 'TensorFlow']",2,5,3,8,5,1
100423,2019,AU,BA,Data Engineer,Python,LightGBM;None,0,59246.585505905976,N,Spyder,Udemy,Australia,Bachelor's,Data Engineer,Python,No,0.0,59246.585505905976,"['LightGBM', 'None']",2,0,0,2,3,1
100424,2017,BR,Bachelor's,Researcher,C#,Keras,3-5,"$109,384",Y,VS Code,Coursera,Brazil,Bachelor's,Researcher,C#,Yes,4.0,109384.0,['Keras'],1,2,0,6,0,2
100425,2020,US,Bachelor's,Data Engineer,R,XGBoost;scikit-learn,4,112587.8507852029,Yes,JupyterLab,YouTube,United States,Bachelor's,Data Engineer,R,Yes,4.0,112587.8507852029,"['XGBoost', 'scikit-learn']",2,9,0,2,4,2
100426,2019,India,Doctorate,Data Analyst,SQL,LightGBM;TensorFlow,0,120987.65519495931,Yes,VS Code,Udemy,India,Doctorate,Data Analyst,SQL,Yes,0.0,120987.65519495931,"['LightGBM', 'TensorFlow']",2,5,1,1,5,2
100427,2021,BR,ph.d,Data Analyst,python,None;XGBoost,0,94665.01168466089,Yes,JupyterLab,Blogs,Brazil,Doctorate,Data Analyst,Python,Yes,0.0,94665.01168466089,"['None', 'XGBoost']",2,2,1,1,3,2
100428,2019,Australia,Masters,Data Engineer,python,Keras;LightGBM;None,3-5,178546.3012108518,No,Notepad++,University,Australia,Master's,Data Engineer,Python,No,4.0,178546.3012108518,"['Keras', 'LightGBM', 'None']",3,0,3,2,3,1
100429,2017,JP,Master's,Other,SQL,LightGBM;TensorFlow,7,107792.71941305544,N,JupyterLab,Udemy,Japan,Master's,Other,SQL,No,7.0,107792.71941305544,"['LightGBM', 'TensorFlow']",2,6,3,5,5,1
100430,2018,Australia,MSc,Data Analyst,sql,Keras;LightGBM,10+,70393.40337605678,No,PyCharm,Blogs,Australia,Master's,Data Analyst,SQL,No,12.0,70393.40337605678,"['Keras', 'LightGBM']",2,0,3,1,5,1
100431,2021,United States,ph.d,Data Engineer,sql,None,12,111913.90802747158,Yes,PyCharm,YouTube,United States,Doctorate,Data Engineer,SQL,Yes,12.0,111913.90802747158,[],0,9,1,2,5,2
100432,2020,uk,Diploma/Other,Data Engineer,R,LightGBM,12,148805.28864662664,Yes,RStudio,Udemy,United Kingdom,Other,Data Engineer,R,Yes,12.0,148805.28864662664,['LightGBM'],1,8,4,2,4,2
100433,2017,uk,ph.d,data scientist,,Keras,0,52772.81802432364,No,Notepad++,Coursera,United Kingdom,Doctorate,Data Scientist,Unknown,No,0.0,52772.81802432364,['Keras'],1,8,1,3,6,1
100434,2017,AU,PhD,Other,SQL,Keras;PyTorch;scikit-learn,5-10,55159.53810287462,No,Notepad++,Coursera,Australia,Doctorate,Other,SQL,No,7.5,55159.53810287462,"['Keras', 'PyTorch', 'scikit-learn']",3,0,1,5,5,1
100435,2020,Canada,BS,data scientist,Python,PyTorch;scikit-learn,4,39018.7210826546,Y,PyCharm,University,Canada,Bachelor's,Data Scientist,Python,Yes,4.0,39018.7210826546,"['PyTorch', 'scikit-learn']",2,3,0,3,3,2
100436,2017,Nigeria,Diploma/Other,Student,SQL,PyTorch;XGBoost;scikit-learn,4,20307.60929981355,N,Notepad++,Books,Nigeria,Other,Student,SQL,No,4.0,20307.60929981355,"['PyTorch', 'XGBoost', 'scikit-learn']",3,7,4,8,5,1
100437,2021,Australia,Bachelor's,Data Analyst,Java,scikit-learn,0-1,"$100,704",Hybrid,VS Code,Kaggle,Australia,Bachelor's,Data Analyst,Java,Hybrid,0.5,100704.0,['scikit-learn'],1,0,0,1,1,0
100438,2020,United Kingdom,high School,data scientist,SQL,None;PyTorch;TensorFlow,1-3,111318.61335939926,N,VS Code,Kaggle,United Kingdom,High School or Less,Data Scientist,SQL,No,2.0,111318.61335939926,"['None', 'PyTorch', 'TensorFlow']",3,8,2,3,5,1
100439,2017,Japan,MSc,Researcher,Python,PyTorch,3-5,55005.01797644698,N,RStudio,Udemy,Japan,Master's,Researcher,Python,No,4.0,55005.01797644698,['PyTorch'],1,6,3,6,3,1
100440,2017,US,high School,Software Engineer,R,,1.5,112325.29810160476,N,Notepad++,Blogs,United States,High School or Less,Software Engineer,R,No,1.5,112325.29810160476,[],0,9,2,7,4,1
100441,2021,Brazil,BS,Other,r,Keras;TensorFlow,1-3,,Yes,RStudio,YouTube,Brazil,Bachelor's,Other,R,Yes,2.0,60218.03317666554,"['Keras', 'TensorFlow']",2,2,0,5,4,2
100442,2019,Brazil,Some college,Researcher,PYTHON,Keras;scikit-learn,0-1,106238.50407973805,Y,VS Code,Kaggle,Brazil,Some College,Researcher,Python,Yes,0.5,106238.50407973805,"['Keras', 'scikit-learn']",2,2,5,6,3,2
100443,2019,Australia,PhD,Data Engineer,Java,TensorFlow,1-3,"$91,695",Yes,PyCharm,Udemy,Australia,Doctorate,Data Engineer,Java,Yes,2.0,91695.0,['TensorFlow'],1,0,1,2,1,2
100444,2021,JP,BS,data scientist,Java,None,1-3,56801.017636204975,Hybrid,RStudio,University,Japan,Bachelor's,Data Scientist,Java,Hybrid,2.0,56801.017636204975,[],0,6,0,3,1,0
100445,2021,Nigeria,Diploma/Other,Other,r,LightGBM;XGBoost;scikit-learn,1.5,25990.68055587493,No,JupyterLab,University,Nigeria,Other,Other,R,No,1.5,25990.68055587493,"['LightGBM', 'XGBoost', 'scikit-learn']",3,7,4,5,4,1
100446,2021,Canada,Bachelors,Researcher,Python,Keras;PyTorch,4,112208.83598474515,Hybrid,PyCharm,Books,Canada,Bachelor's,Researcher,Python,Hybrid,4.0,112208.83598474515,"['Keras', 'PyTorch']",2,3,0,6,3,0
100447,2020,United Kingdom,MSc,Data Scientist,PYTHON,LightGBM;None;scikit-learn,1-3,59625.33529710906,Hybrid,Spyder,University,United Kingdom,Master's,Data Scientist,Python,Hybrid,2.0,59625.33529710906,"['LightGBM', 'None', 'scikit-learn']",3,8,3,3,3,0
100448,2019,BR,Bachelor's,Business Analyst,Python,None;PyTorch;XGBoost,1.5,56831.516248675856,N,Notepad++,Books,Brazil,Bachelor's,Business Analyst,Python,No,1.5,56831.516248675856,"['None', 'PyTorch', 'XGBoost']",3,2,0,0,3,1
100449,2017,Nigeria,MSc,ML Engineer,Java,Keras;scikit-learn,1.5,135478.69718052697,Yes,Spyder,YouTube,Nigeria,Master's,ML Engineer,Java,Yes,1.5,135478.69718052697,"['Keras', 'scikit-learn']",2,7,3,4,1,2
100450,2021,NG,Doctorate,Data Engineer,JS,TensorFlow;XGBoost,1-3,"$128,470",Y,PyCharm,Udemy,Nigeria,Doctorate,Data Engineer,JavaScript,Yes,2.0,128470.0,"['TensorFlow', 'XGBoost']",2,7,1,2,2,2
100451,2020,India,Doctorate,ML Engineer,PYTHON,PyTorch;scikit-learn,1-3,"$57,902",Y,PyCharm,Books,India,Doctorate,ML Engineer,Python,Yes,2.0,57902.0,"['PyTorch', 'scikit-learn']",2,5,1,4,3,2
100452,2019,JP,Bachelors,Data Engineer,r,Keras,1-3,,Yes,RStudio,YouTube,Japan,Bachelor's,Data Engineer,R,Yes,2.0,116054.05641581563,['Keras'],1,6,0,2,4,2
100453,2021,CAN,MS,Software Engineer,r,PyTorch;XGBoost,0-1,,N,Spyder,YouTube,Canada,Master's,Software Engineer,R,No,0.5,111330.74761759344,"['PyTorch', 'XGBoost']",2,3,3,7,4,1
100454,2017,Germany,high School,Student,PYTHON,TensorFlow,12,34633.3939186484,N,Spyder,Books,Germany,High School or Less,Student,Python,No,12.0,34633.3939186484,['TensorFlow'],1,4,2,8,3,1
100455,2019,USA,Diploma/Other,data scientist,JavaScript,None;scikit-learn,10+,79876.16316112092,N,JupyterLab,University,United States,Other,Data Scientist,JavaScript,No,12.0,79876.16316112092,"['None', 'scikit-learn']",2,9,4,3,2,1
100456,2017,United Kingdom,Masters,Other,Java,None;XGBoost,4,36220.44442634478,Yes,PyCharm,Kaggle,United Kingdom,Master's,Other,Java,Yes,4.0,36220.44442634478,"['None', 'XGBoost']",2,8,3,5,1,2
100457,2019,CAN,Bachelors,Data Engineer,JavaScript,LightGBM,1.5,,Yes,RStudio,Kaggle,Canada,Bachelor's,Data Engineer,JavaScript,Yes,1.5,116054.05641581563,['LightGBM'],1,3,0,2,2,2
100458,2017,AU,Bachelor's,Data Scientist,Java,Keras;None,0-1,175741.83972613618,Hybrid,JupyterLab,Kaggle,Australia,Bachelor's,Data Scientist,Java,Hybrid,0.5,175741.83972613618,"['Keras', 'None']",2,0,0,3,1,0
100459,2017,United Kingdom,Some college,Researcher,JS,scikit-learn,5-10,52344.640845962844,No,JupyterLab,Blogs,United Kingdom,Some College,Researcher,JavaScript,No,7.5,52344.640845962844,['scikit-learn'],1,8,5,6,2,1
100460,2017,DE,Doctorate,Software Engineer,r,LightGBM;PyTorch;XGBoost,1-3,"$84,682",No,RStudio,Udemy,Germany,Doctorate,Software Engineer,R,No,2.0,84682.0,"['LightGBM', 'PyTorch', 'XGBoost']",3,4,1,7,4,1
100461,2020,Germany,ph.d,Researcher,C#,Keras;None,0-1,74726.31582602442,N,PyCharm,Coursera,Germany,Doctorate,Researcher,C#,No,0.5,74726.31582602442,"['Keras', 'None']",2,4,1,6,0,1
100462,2020,UK,ph.d,Business Analyst,sql,LightGBM;TensorFlow;XGBoost,0-1,"$91,975",No,PyCharm,Books,United Kingdom,Doctorate,Business Analyst,SQL,No,0.5,91975.0,"['LightGBM', 'TensorFlow', 'XGBoost']",3,8,1,0,5,1
