CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,Segment
10475,163,4,409.84,Denmark,1,1,2,Lost
10476,97,4,341.8,France,4,1,2,Promising
10477,169,6,399.12,Australia,1,3,2,At Risk
10478,214,5,434.69,United Kingdom,1,2,2,Hibernating
10479,110,7,515.58,United Kingdom,3,4,3,Needs Attention
10480,102,6,678.3199999999999,United Kingdom,3,3,4,Needs Attention
10481,84,8,1106.3600000000001,United Kingdom,4,4,5,Champions
10482,68,4,363.75,Austria,5,1,2,Recent Customers
10483,51,7,684.63,United Kingdom,5,4,4,Champions
10484,48,8,752.27,Netherlands,5,4,4,Champions
10485,152,4,427.84000000000003,United Kingdom,2,1,2,Hibernating
10486,147,2,104.83,Germany,2,1,1,Hibernating
10487,131,8,693.1700000000001,United Kingdom,2,4,4,Can't Lose Them
10488,13,7,561.55,United Kingdom,5,4,3,Loyal Customers
10489,245,4,628.23,Germany,1,1,4,Lost
10490,25,9,958.51,Germany,5,5,5,Champions
10491,109,6,877.03,United Kingdom,3,3,5,Needs Attention
10492,54,5,268.77,United Kingdom,5,2,1,Others
10493,107,7,532.08,United Kingdom,3,4,3,Needs Attention
10494,47,9,729.71,United Kingdom,5,5,4,Champions
10495,243,3,269.5,United Kingdom,1,1,1,Lost
10496,57,6,423.21,United Kingdom,5,3,2,Loyal Customers
10497,247,2,399.83,Germany,1,1,2,Lost
10498,145,5,309.37,Germany,2,2,1,Hibernating
10499,82,8,409.76,United Kingdom,4,4,2,Loyal Customers
10500,81,6,299.35,United Kingdom,4,3,1,Loyal Customers
10501,74,6,620.3100000000001,Germany,4,3,3,Loyal Customers
10502,269,2,342.84000000000003,United Kingdom,1,1,2,Lost
10503,78,8,517.94,United Kingdom,4,4,3,Loyal Customers
10504,111,6,432.02,Ireland,3,3,2,Needs Attention
10505,86,9,700.4,United Kingdom,4,5,4,Champions
10506,38,8,802.53,USA,5,4,5,Champions
10507,78,8,719.52,Netherlands,4,4,4,Champions
10508,147,8,872.3100000000001,Ireland,2,4,5,Can't Lose Them
10509,182,2,162.93999999999997,United Kingdom,1,1,1,Lost
10510,19,11,934.47,Finland,5,5,5,Champions
10511,87,8,1048.05,Spain,4,4,5,Champions
10512,172,4,458.39,Portugal,1,1,2,Lost
10513,157,5,371.61,United Kingdom,2,2,2,Hibernating
10514,72,8,826.55,Germany,5,4,5,Champions
10515,156,9,1328.01,United Kingdom,2,5,5,Can't Lose Them
10516,53,8,858.08,United Kingdom,5,4,5,Champions
10517,141,4,291.58,Austria,2,1,1,Hibernating
10518,70,7,572.58,Spain,5,4,3,Loyal Customers
10519,73,11,1038.64,United Kingdom,4,5,5,Champions
10520,187,3,203.57,Italy,1,1,1,Lost
10521,136,5,742.94,United Kingdom,2,2,4,Others
10522,84,4,351.34000000000003,United Kingdom,4,1,2,Promising
10523,189,2,170.54,United Kingdom,1,1,1,Lost
10524,145,6,623.05,Canada,2,3,4,At Risk
10525,39,7,549.86,Australia,5,4,3,Loyal Customers
10526,34,7,673.57,Switzerland,5,4,4,Champions
10527,217,3,152.93,United Kingdom,1,1,1,Lost
10528,128,10,983.39,United Kingdom,3,5,5,Needs Attention
10529,141,4,426.52,Belgium,2,1,2,Hibernating
10530,159,7,1140.91,United Kingdom,2,4,5,Can't Lose Them
10531,74,5,525.79,United Kingdom,4,2,3,Potential Loyalists
10532,160,7,612.06,United Kingdom,1,4,3,Can't Lose Them
10533,155,4,333.62,United Kingdom,2,1,2,Hibernating
10534,189,3,380.04,France,1,1,2,Lost
10535,206,3,324.71000000000004,Switzerland,1,1,2,Lost
10536,99,5,684.75,Germany,4,2,4,Potential Loyalists
10537,55,7,823.09,United Kingdom,5,4,5,Champions
10538,102,3,509.68,Belgium,3,1,3,Others
10539,102,5,203.42000000000002,United Kingdom,3,2,1,Needs Attention
10540,75,7,453.25,United Kingdom,4,4,2,Loyal Customers
10541,94,4,331.98,United Kingdom,4,1,2,Promising
10542,46,11,839.01,United Kingdom,5,5,5,Champions
10543,95,5,404.98,United Kingdom,4,2,2,Potential Loyalists
10544,137,5,639.26,United Kingdom,2,2,4,Others
10545,123,4,380.24,United Kingdom,3,1,2,Others
10546,97,4,327.77,Finland,4,1,2,Promising
10547,117,5,370.64,United Kingdom,3,2,2,Needs Attention
10548,178,2,258.95,Italy,1,1,1,Lost
10549,40,8,461.75,United Kingdom,5,4,2,Loyal Customers
10550,157,6,410.13,Spain,2,3,2,At Risk
10551,224,1,33.63,United Kingdom,1,1,1,Lost
10552,89,10,880.26,United Kingdom,4,5,5,Champions
10553,75,9,967.54,United Kingdom,4,5,5,Champions
10554,93,6,393.9,United Kingdom,4,3,2,Loyal Customers
10555,14,10,1236.37,United Kingdom,5,5,5,Champions
10556,103,14,855.42,United Kingdom,3,5,5,Needs Attention
10557,142,3,86.26,Ireland,2,1,1,Hibernating
10558,123,5,417.01,Germany,3,2,2,Needs Attention
10559,162,9,888.36,France,1,5,5,Can't Lose Them
10560,130,5,332.34,United Kingdom,2,2,2,Hibernating
10561,108,4,720.98,Portugal,3,1,4,Others
10562,180,4,254.05,United Kingdom,1,1,1,Lost
10563,97,8,995.75,United Kingdom,4,4,5,Champions
10564,46,6,893.22,United Kingdom,5,3,5,Loyal Customers
10565,165,11,1088.81,United Kingdom,1,5,5,Can't Lose Them
10566,32,3,266.18,United Kingdom,5,1,1,Recent Customers
10567,75,6,666.2,Sweden,4,3,4,Loyal Customers
10568,145,5,631.48,Germany,2,2,4,Others
10569,104,7,621.53,United Kingdom,3,4,4,Needs Attention
10570,134,7,861.75,United Kingdom,2,4,5,Can't Lose Them
10571,47,8,855.65,United Kingdom,5,4,5,Champions
10572,100,9,722.84,Spain,4,5,4,Champions
10573,151,12,1210.52,United Kingdom,2,5,5,Can't Lose Them
10574,106,8,1053.58,United Kingdom,3,4,5,Needs Attention
10575,32,7,829.11,Italy,5,4,5,Champions
10576,85,4,268.38,United Kingdom,4,1,1,Promising
10577,133,4,270.74,Australia,2,1,1,Hibernating
10578,108,8,310.53,United Kingdom,3,4,1,Needs Attention
10579,59,8,742.84,Sweden,5,4,4,Champions
10580,50,14,755.25,United Kingdom,5,5,4,Champions
10581,138,6,396.82,United Kingdom,2,3,2,At Risk
10582,140,9,735.41,United Kingdom,2,5,4,Can't Lose Them
10583,63,9,1117.21,United Kingdom,5,5,5,Champions
10584,148,6,545.5799999999999,Norway,2,3,3,At Risk
10585,96,4,134.39,United Kingdom,4,1,1,Promising
10586,81,5,634.16,Switzerland,4,2,4,Potential Loyalists
10587,112,6,584.3,United Kingdom,3,3,3,Needs Attention
10588,135,9,738.85,Germany,2,5,4,Can't Lose Them
10589,206,3,206.87,United Kingdom,1,1,1,Lost
10590,128,10,1088.29,United Kingdom,3,5,5,Needs Attention
10591,152,6,576.05,Spain,2,3,3,At Risk
10592,120,9,1058.42,United Kingdom,3,5,5,Needs Attention
10593,75,9,641.97,United Kingdom,4,5,4,Champions
10594,180,4,180.88,United Kingdom,1,1,1,Lost
10595,108,7,427.0,Germany,3,4,2,Needs Attention
10596,94,7,635.47,United Kingdom,4,4,4,Champions
10597,98,3,170.27,United Kingdom,4,1,1,Promising
10598,121,10,579.23,United Kingdom,3,5,3,Needs Attention
10599,83,4,473.18,United Kingdom,4,1,2,Promising
10600,146,5,487.88,United Kingdom,2,2,3,Others
10601,116,7,846.28,United Kingdom,3,4,5,Needs Attention
10602,165,3,292.1,Austria,1,1,1,Lost
10603,54,4,719.2800000000001,Portugal,5,1,4,Recent Customers
10604,195,4,492.16,United Kingdom,1,1,3,Lost
10605,75,8,995.5600000000001,United Kingdom,4,4,5,Champions
10606,102,7,833.8100000000001,United Kingdom,3,4,5,Needs Attention
10607,167,7,604.22,United Kingdom,1,4,3,Can't Lose Them
10608,142,8,545.69,United Kingdom,2,4,3,Can't Lose Them
10609,152,6,303.37,Netherlands,2,3,1,At Risk
10610,152,9,1145.67,United Kingdom,2,5,5,Can't Lose Them
10611,66,6,655.49,Sweden,5,3,4,Loyal Customers
10612,116,6,563.77,United Kingdom,3,3,3,Needs Attention
10613,193,3,219.7,United Kingdom,1,1,1,Lost
10614,223,5,584.08,United Kingdom,1,2,3,Others
10615,149,3,193.26,Canada,2,1,1,Hibernating
10616,62,11,907.6999999999999,United Kingdom,5,5,5,Champions
10617,63,9,1150.43,United Kingdom,5,5,5,Champions
10618,64,11,1233.32,United Kingdom,5,5,5,Champions
10619,84,6,820.89,United Kingdom,4,3,5,Loyal Customers
10620,129,6,511.02,United Kingdom,3,3,3,Needs Attention
10621,111,10,629.47,United Kingdom,3,5,4,Needs Attention
10622,160,3,136.7,Switzerland,1,1,1,Lost
10623,191,4,322.23,Spain,1,1,2,Lost
10624,82,6,343.9,Belgium,4,3,2,Loyal Customers
10625,22,4,389.39,United Kingdom,5,1,2,Recent Customers
10626,45,5,353.37,United Kingdom,5,2,2,Potential Loyalists
10627,75,10,974.9300000000001,France,4,5,5,Champions
10628,181,3,322.95000000000005,Belgium,1,1,2,Lost
10629,72,8,576.93,United Kingdom,5,4,3,Loyal Customers
10630,8,8,821.97,United Kingdom,5,4,5,Champions
10631,86,9,1189.14,France,4,5,5,Champions
10632,132,7,724.31,United Kingdom,2,4,4,Can't Lose Them
10633,77,8,570.74,Ireland,4,4,3,Loyal Customers
10634,186,5,460.66,United Kingdom,1,2,2,Hibernating
10635,63,9,742.45,United Kingdom,5,5,4,Champions
10636,100,7,628.09,United Kingdom,4,4,4,Champions
10637,123,7,539.41,Australia,3,4,3,Needs Attention
10638,45,8,531.63,United Kingdom,5,4,3,Loyal Customers
10639,120,6,471.77,United Kingdom,3,3,2,Needs Attention
10640,140,4,531.76,Australia,2,1,3,Others
10641,46,6,332.84,Norway,5,3,2,Loyal Customers
10642,91,9,1011.39,Portugal,4,5,5,Champions
10643,142,6,463.71000000000004,United Kingdom,2,3,2,At Risk
10644,31,9,619.72,United Kingdom,5,5,3,Loyal Customers
10645,71,7,601.09,United Kingdom,5,4,3,Loyal Customers
10646,182,1,114.1,Ireland,1,1,1,Lost
10647,145,6,404.08,United Kingdom,2,3,2,At Risk
10648,205,4,540.55,Germany,1,1,3,Lost
10649,29,8,936.11,United Kingdom,5,4,5,Champions
10650,81,8,583.52,Japan,4,4,3,Loyal Customers
10651,150,6,487.47,United Kingdom,2,3,3,At Risk
10652,118,7,726.28,France,3,4,4,Needs Attention
10653,111,6,745.54,Ireland,3,3,4,Needs Attention
10654,164,6,475.61,United Kingdom,1,3,3,At Risk
10655,95,8,480.08000000000004,United Kingdom,4,4,3,Loyal Customers
10656,182,2,163.20000000000002,United Kingdom,1,1,1,Lost
10657,159,5,530.87,United Kingdom,2,2,3,Others
10658,159,9,1337.23,Italy,2,5,5,Can't Lose Them
10659,136,4,395.54,Finland,2,1,2,Hibernating
10660,115,6,709.73,France,3,3,4,Needs Attention
10661,49,8,702.72,Germany,5,4,4,Champions
10662,274,2,155.10000000000002,Germany,1,1,1,Lost
10663,64,4,312.52,France,5,1,1,Recent Customers
10664,92,7,460.51,Belgium,4,4,2,Loyal Customers
10665,90,3,514.56,Netherlands,4,1,3,Promising
10666,199,4,373.1,United Kingdom,1,1,2,Lost
10667,82,6,518.4,United Kingdom,4,3,3,Loyal Customers
10668,157,3,408.48,Germany,2,1,2,Hibernating
10669,140,8,534.91,United Kingdom,2,4,3,Can't Lose Them
10670,175,4,249.14,Norway,1,1,1,Lost
10671,166,5,591.4,France,1,2,3,Others
10672,89,8,523.67,United Kingdom,4,4,3,Loyal Customers
10673,141,8,517.1,United Kingdom,2,4,3,Can't Lose Them
10674,102,3,355.78,Belgium,3,1,2,Others
10675,79,4,383.93,United Kingdom,4,1,2,Promising
10676,151,7,481.83,United Kingdom,2,4,3,Can't Lose Them
10677,142,4,402.75,Portugal,2,1,2,Hibernating
10678,165,2,162.04,Finland,1,1,1,Lost
10679,136,5,570.6,United Kingdom,2,2,3,Others
10680,46,9,616.59,United Kingdom,5,5,3,Loyal Customers
10681,158,4,691.88,United Kingdom,2,1,4,Others
10682,32,5,758.54,USA,5,2,4,Potential Loyalists
10683,84,5,352.35,United Kingdom,4,2,2,Potential Loyalists
10684,86,11,766.69,Australia,4,5,4,Champions
10685,107,6,844.17,Germany,3,3,5,Needs Attention
10686,75,5,595.76,Australia,4,2,3,Potential Loyalists
10687,39,9,809.8,United Kingdom,5,5,5,Champions
10688,98,4,731.64,United Kingdom,4,1,4,Promising
10689,123,13,609.35,United Kingdom,3,5,3,Needs Attention
10690,110,4,254.82999999999998,Finland,3,1,1,Others
10691,153,6,1139.81,United Kingdom,2,3,5,At Risk
10692,130,8,958.76,United Kingdom,2,4,5,Can't Lose Them
10693,75,6,925.75,Australia,4,3,5,Loyal Customers
10694,83,4,337.67,United Kingdom,4,1,2,Promising
10695,178,6,673.56,Sweden,1,3,4,At Risk
10696,92,2,233.89999999999998,Denmark,4,1,1,Promising
10697,109,8,1338.08,Canada,3,4,5,Needs Attention
10698,56,5,660.56,Denmark,5,2,4,Potential Loyalists
10699,51,8,894.9,United Kingdom,5,4,5,Champions
10700,215,5,718.51,United Kingdom,1,2,4,Others
10701,71,9,1013.0799999999999,United Kingdom,5,5,5,Champions
10702,122,6,400.92,Finland,3,3,2,Needs Attention
10703,218,1,24.82,United Kingdom,1,1,1,Lost
10704,45,9,646.35,USA,5,5,4,Champions
10705,197,6,378.78,United Kingdom,1,3,2,At Risk
10706,153,5,653.55,United Kingdom,2,2,4,Others
10707,184,4,281.79999999999995,Spain,1,1,1,Lost
10708,235,6,351.38,United Kingdom,1,3,2,At Risk
10709,297,2,107.94999999999999,Switzerland,1,1,1,Lost
10710,118,5,408.39,France,3,2,2,Needs Attention
10711,47,9,1073.49,United Kingdom,5,5,5,Champions
10712,170,5,404.11,United Kingdom,1,2,2,Hibernating
10713,130,6,367.42,Germany,2,3,2,At Risk
10714,40,5,346.44,Finland,5,2,2,Potential Loyalists
10715,106,7,493.27,United Kingdom,3,4,3,Needs Attention
10716,159,3,244.64,United Kingdom,2,1,1,Hibernating
10717,153,4,356.15,France,2,1,2,Hibernating
10718,166,3,407.46999999999997,Canada,1,1,2,Lost
10719,75,8,911.5,United Kingdom,4,4,5,Champions
10720,72,4,441.17,Germany,4,1,2,Promising
10721,114,5,432.25,United Kingdom,3,2,2,Needs Attention
10722,158,5,419.13,Spain,2,2,2,Hibernating
10723,68,4,257.48,Spain,5,1,1,Recent Customers
10724,112,7,705.27,United Kingdom,3,4,4,Needs Attention
10725,65,6,463.97,France,5,3,2,Loyal Customers
10726,145,8,618.94,United Kingdom,2,4,3,Can't Lose Them
10727,34,9,686.64,Belgium,5,5,4,Champions
10728,63,6,350.45,Belgium,5,3,2,Loyal Customers
10729,64,5,439.14,United Kingdom,5,2,2,Potential Loyalists
10730,25,11,1667.85,United Kingdom,5,5,5,Champions
10731,118,2,138.45999999999998,Australia,3,1,1,Others
10732,43,7,433.65999999999997,Germany,5,4,2,Loyal Customers
10733,149,6,448.86,United Kingdom,2,3,2,At Risk
10734,44,5,288.04,France,5,2,1,Others
10735,110,5,374.13,United Kingdom,3,2,2,Needs Attention
10736,174,7,836.8000000000001,Australia,1,4,5,Can't Lose Them
10737,120,8,667.02,France,3,4,4,Needs Attention
10738,109,8,839.35,United Kingdom,3,4,5,Needs Attention
10739,64,6,318.64000000000004,United Kingdom,5,3,1,Loyal Customers
10740,120,8,626.64,United Kingdom,3,4,4,Needs Attention
10741,51,3,78.44,Portugal,5,1,1,Recent Customers
10742,81,3,545.46,Austria,4,1,3,Promising
10743,113,5,602.64,United Kingdom,3,2,3,Needs Attention
10744,117,8,681.78,Portugal,3,4,4,Needs Attention
10745,53,11,972.01,United Kingdom,5,5,5,Champions
10746,129,6,514.5,United Kingdom,3,3,3,Needs Attention
10747,33,7,603.72,United Kingdom,5,4,3,Loyal Customers
10748,106,7,360.72,Netherlands,3,4,2,Needs Attention
10749,226,4,333.6,Norway,1,1,2,Lost
10750,126,3,472.08,United Kingdom,3,1,2,Others
10751,203,4,290.78999999999996,United Kingdom,1,1,1,Lost
10752,116,6,834.8100000000001,United Kingdom,3,3,5,Needs Attention
10753,91,6,549.65,United Kingdom,4,3,3,Loyal Customers
10754,85,6,1107.25,United Kingdom,4,3,5,Loyal Customers
10755,142,8,986.52,United Kingdom,2,4,5,Can't Lose Them
10756,137,3,245.24,Netherlands,2,1,1,Hibernating
10757,161,6,419.25,United Kingdom,1,3,2,At Risk
10758,120,5,339.61,United Kingdom,3,2,2,Needs Attention
10759,54,7,635.58,Austria,5,4,4,Champions
10760,36,5,561.98,Sweden,5,2,3,Potential Loyalists
10761,144,5,552.01,United Kingdom,2,2,3,Others
10762,51,10,957.55,Austria,5,5,5,Champions
10763,146,3,239.91,United Kingdom,2,1,1,Hibernating
10764,58,7,855.24,United Kingdom,5,4,5,Champions
10765,151,1,53.550000000000004,Canada,2,1,1,Hibernating
10766,137,7,681.5,France,2,4,4,Can't Lose Them
10767,200,1,40.75,France,1,1,1,Lost
10768,120,4,391.77,Belgium,3,1,2,Others
10769,118,8,987.94,United Kingdom,3,4,5,Needs Attention
10770,187,4,263.44,Italy,1,1,1,Lost
10771,100,5,245.54,United Kingdom,3,2,1,Needs Attention
10772,205,3,264.41999999999996,Portugal,1,1,1,Lost
10773,93,4,574.3499999999999,United Kingdom,4,1,3,Promising
10774,88,7,790.9499999999999,Portugal,4,4,4,Champions
10775,27,8,972.71,United Kingdom,5,4,5,Champions
10776,118,9,1227.11,Germany,3,5,5,Needs Attention
10777,222,4,441.55,United Kingdom,1,1,2,Lost
10778,77,8,835.1999999999999,Ireland,4,4,5,Champions
10779,150,5,737.54,France,2,2,4,Others
10780,97,4,900.76,Australia,4,1,5,Promising
10781,65,7,413.29,United Kingdom,5,4,2,Loyal Customers
10782,122,3,198.04000000000002,United Kingdom,3,1,1,Others
10783,88,8,402.55,United Kingdom,4,4,2,Loyal Customers
10784,80,6,682.37,United Kingdom,4,3,4,Loyal Customers
10785,93,5,461.59,France,4,2,2,Potential Loyalists
10786,80,5,580.97,United Kingdom,4,2,3,Potential Loyalists
10787,248,3,273.34999999999997,United Kingdom,1,1,1,Lost
10788,43,11,1066.28,USA,5,5,5,Champions
10789,146,8,1167.73,United Kingdom,2,4,5,Can't Lose Them
10790,113,3,175.35,Norway,3,1,1,Others
10791,93,8,605.4399999999999,United Kingdom,4,4,3,Loyal Customers
10792,165,7,1339.86,United Kingdom,1,4,5,Can't Lose Them
10793,76,6,602.8000000000001,United Kingdom,4,3,3,Loyal Customers
10794,94,5,386.35,Germany,4,2,2,Potential Loyalists
10795,155,7,811.89,Netherlands,2,4,5,Can't Lose Them
10796,124,5,352.09,United Kingdom,3,2,2,Needs Attention
10797,34,2,308.22,Netherlands,5,1,1,Recent Customers
10798,219,8,882.75,France,1,4,5,Can't Lose Them
10799,77,9,744.34,United Kingdom,4,5,4,Champions
10800,108,9,866.66,United Kingdom,3,5,5,Needs Attention
10801,108,4,320.28000000000003,France,3,2,2,Needs Attention
10802,158,5,552.59,Norway,2,2,3,Others
10803,104,8,1102.0900000000001,United Kingdom,3,4,5,Needs Attention
10804,146,7,426.68,Singapore,2,4,2,Can't Lose Them
10805,31,6,647.21,Finland,5,3,4,Loyal Customers
10806,75,7,807.71,United Kingdom,4,4,5,Champions
10807,92,10,1049.3,United Kingdom,4,5,5,Champions
10808,137,4,800.2900000000001,Netherlands,2,2,4,Others
10809,119,8,498.9,United Kingdom,3,4,3,Needs Attention
10810,131,5,485.84,United Kingdom,2,2,3,Others
10811,147,4,194.0,United Kingdom,2,2,1,Hibernating
10812,119,10,837.79,United Kingdom,3,5,5,Needs Attention
10813,67,6,976.27,United Kingdom,5,3,5,Loyal Customers
10814,81,6,585.1999999999999,United Kingdom,4,3,3,Loyal Customers
10815,105,5,307.07,Germany,3,2,1,Needs Attention
10816,179,8,819.46,France,1,4,5,Can't Lose Them
10817,97,7,603.43,United Kingdom,4,4,3,Loyal Customers
10818,135,4,553.25,United Kingdom,2,2,3,Others
10819,263,2,119.69999999999999,USA,1,1,1,Lost
10820,124,1,104.05,United Kingdom,3,1,1,Others
10821,37,5,804.86,France,5,2,5,Potential Loyalists
10822,129,4,359.29,USA,3,2,2,Needs Attention
10823,149,4,324.67,France,2,2,2,Hibernating
10824,136,6,428.95,Austria,2,3,2,At Risk
10825,64,8,535.99,United Kingdom,5,4,3,Loyal Customers
10826,104,4,686.3,Germany,3,2,4,Needs Attention
10827,52,7,665.25,United Kingdom,5,4,4,Champions
10828,75,10,1025.33,United Kingdom,4,5,5,Champions
10829,49,10,626.15,United Kingdom,5,5,4,Champions
10830,144,5,790.37,Netherlands,2,2,4,Others
10831,89,6,911.28,United Kingdom,4,3,5,Loyal Customers
10832,59,8,711.78,France,5,4,4,Champions
10833,145,7,1041.74,Australia,2,4,5,Can't Lose Them
10834,104,6,526.39,United Kingdom,3,3,3,Needs Attention
10835,142,7,854.51,United Kingdom,2,4,5,Can't Lose Them
10836,83,6,347.04,United Kingdom,4,3,2,Loyal Customers
10837,118,3,361.78999999999996,Germany,3,1,2,Others
10838,100,5,179.37,United Kingdom,3,2,1,Needs Attention
10839,207,3,191.88,Portugal,1,1,1,Lost
10840,59,7,616.05,United Kingdom,5,4,3,Loyal Customers
10841,89,7,813.25,United Kingdom,4,4,5,Champions
10842,170,6,376.81,Spain,1,3,2,At Risk
10843,151,7,518.54,United Kingdom,2,4,3,Can't Lose Them
10844,136,9,784.78,United Kingdom,2,5,4,Can't Lose Them
10845,64,7,884.72,France,5,4,5,Champions
10846,129,9,791.37,United Kingdom,2,5,4,Can't Lose Them
10847,159,8,414.62,United Kingdom,2,4,2,Can't Lose Them
10848,176,5,897.99,United Kingdom,1,2,5,Others
10849,98,5,500.83000000000004,United Kingdom,4,2,3,Potential Loyalists
10850,129,5,718.56,Germany,2,2,4,Others
10851,100,5,330.85,Italy,3,2,2,Needs Attention
10852,124,3,336.17,Belgium,3,1,2,Others
10853,186,7,509.0,United Kingdom,1,4,3,Can't Lose Them
10854,104,10,861.51,United Kingdom,3,5,5,Needs Attention
10855,163,3,146.51,United Kingdom,1,1,1,Lost
10856,115,5,536.96,France,3,2,3,Needs Attention
10857,111,8,710.47,United Kingdom,3,4,4,Needs Attention
10858,129,4,294.6,United Kingdom,2,2,1,Hibernating
10859,104,6,492.35,United Kingdom,3,3,3,Needs Attention
10860,51,9,747.68,United Kingdom,5,5,4,Champions
10861,126,6,324.97,France,3,3,2,Needs Attention
10862,136,4,566.79,United Kingdom,2,2,3,Others
10863,199,7,592.48,United Kingdom,1,4,3,Can't Lose Them
10864,140,2,224.1,Italy,2,1,1,Hibernating
10865,56,6,367.4,United Kingdom,5,3,2,Loyal Customers
10866,129,11,988.12,Finland,2,5,5,Can't Lose Them
10867,216,2,320.38,Spain,1,1,2,Lost
10868,171,10,987.36,Spain,1,5,5,Can't Lose Them
10869,50,6,619.65,United Kingdom,5,3,3,Loyal Customers
10870,63,5,557.13,United Kingdom,5,2,3,Potential Loyalists
10871,182,6,488.52,France,1,3,3,At Risk
10872,130,7,614.1,United Kingdom,2,4,3,Can't Lose Them
10873,62,7,445.45,France,5,4,2,Loyal Customers
10874,107,2,358.78,United Kingdom,3,1,2,Others
10875,154,8,1472.16,United Kingdom,2,4,5,Can't Lose Them
10876,106,6,544.91,United Kingdom,3,3,3,Needs Attention
10877,23,6,666.72,Finland,5,3,4,Loyal Customers
10878,68,4,235.76999999999998,Finland,5,2,1,Others
10879,93,5,396.49,Denmark,4,2,2,Potential Loyalists
10880,88,8,654.54,United Kingdom,4,4,4,Champions
10881,101,10,922.95,United Kingdom,3,5,5,Needs Attention
10882,181,6,406.03,United Kingdom,1,3,2,At Risk
10883,64,5,276.17,United Kingdom,5,2,1,Others
10884,97,9,798.5600000000001,United Kingdom,4,5,4,Champions
10885,79,7,934.9,Germany,4,4,5,Champions
10886,137,6,564.43,United Kingdom,2,3,3,At Risk
10887,82,9,774.54,United Kingdom,4,5,4,Champions
10888,68,4,269.01,United Kingdom,5,2,1,Others
10889,116,7,897.08,United Kingdom,3,4,5,Needs Attention
10890,199,7,636.22,United Kingdom,1,4,4,Can't Lose Them
10891,68,4,200.51,USA,5,2,1,Others
10892,69,9,1351.21,Netherlands,5,5,5,Champions
10893,102,7,897.8199999999999,Finland,3,4,5,Needs Attention
10894,109,8,813.5799999999999,United Kingdom,3,4,5,Needs Attention
10895,58,3,717.86,United Kingdom,5,1,4,Recent Customers
10896,31,2,186.97,United Kingdom,5,1,1,Recent Customers
10897,100,11,727.0699999999999,United Kingdom,3,5,4,Needs Attention
10898,142,4,259.7,United Kingdom,2,2,1,Hibernating
10899,132,11,1096.46,United Kingdom,2,5,5,Can't Lose Them
10900,91,10,986.72,United Kingdom,4,5,5,Champions
10901,193,4,449.69,United Kingdom,1,2,2,Hibernating
10902,68,5,201.18,Austria,5,2,1,Others
10903,128,8,631.14,United Kingdom,3,4,4,Needs Attention
10904,172,5,615.38,United Kingdom,1,2,3,Others
10905,133,8,855.79,United Kingdom,2,4,5,Can't Lose Them
10906,65,6,643.75,United Kingdom,5,3,4,Loyal Customers
10907,115,4,292.65,Germany,3,2,1,Needs Attention
10908,131,5,329.40999999999997,Germany,2,2,2,Hibernating
10909,90,5,775.18,Spain,4,2,4,Potential Loyalists
10910,43,3,351.9,United Kingdom,5,1,2,Recent Customers
10911,179,7,450.92,United Kingdom,1,4,2,Can't Lose Them
10912,89,6,600.95,United Kingdom,4,3,3,Loyal Customers
10913,131,9,1449.06,United Kingdom,2,5,5,Can't Lose Them
10914,103,3,151.99,Germany,3,1,1,Others
10915,108,3,124.36,Norway,3,1,1,Others
10916,111,5,448.31,Spain,3,2,2,Needs Attention
10917,39,3,219.81,Austria,5,1,1,Recent Customers
10918,25,6,823.52,Spain,5,3,5,Loyal Customers
10919,147,8,718.27,Finland,2,4,4,Can't Lose Them
10920,86,7,915.46,Australia,4,4,5,Champions
10921,125,4,339.2,United Kingdom,3,2,2,Needs Attention
10922,82,12,1436.0,United Kingdom,4,5,5,Champions
10923,77,5,327.57,Netherlands,4,2,2,Potential Loyalists
10924,68,6,409.2,United Kingdom,5,3,2,Loyal Customers
10925,51,9,830.89,United Kingdom,5,5,5,Champions
10926,87,8,1078.64,United Kingdom,4,5,5,Champions
10927,28,8,902.57,France,5,5,5,Champions
10928,137,6,717.29,United Kingdom,2,3,4,At Risk
10929,172,7,752.87,United Kingdom,1,4,4,Can't Lose Them
10930,107,5,558.58,United Kingdom,3,2,3,Needs Attention
10931,51,4,300.2,United Kingdom,5,2,1,Others
10932,92,10,649.34,Germany,4,5,4,Champions
10933,155,3,168.68,USA,2,1,1,Hibernating
10934,155,6,634.24,United Kingdom,2,3,4,At Risk
10935,92,4,498.04,United Kingdom,4,2,3,Potential Loyalists
10936,18,6,569.43,United Kingdom,5,3,3,Loyal Customers
10937,246,1,61.68000000000001,Sweden,1,1,1,Lost
10938,79,5,475.09999999999997,United Kingdom,4,2,2,Potential Loyalists
10939,165,5,480.44,United Kingdom,1,2,3,Others
10940,123,5,451.37,United Kingdom,3,2,2,Needs Attention
10941,72,7,505.03,United Kingdom,4,4,3,Loyal Customers
10942,125,8,847.76,Netherlands,3,5,5,Needs Attention
10943,216,8,626.38,United Kingdom,1,5,4,Can't Lose Them
10944,79,10,1116.67,United Kingdom,4,5,5,Champions
10945,119,7,613.54,Denmark,3,4,3,Needs Attention
10946,262,1,149.87,Germany,1,1,1,Lost
10947,165,3,343.54,United Kingdom,1,1,2,Lost
10948,212,9,900.51,United Kingdom,1,5,5,Can't Lose Them
10949,143,7,588.71,United Kingdom,2,4,3,Can't Lose Them
10950,189,4,261.53999999999996,United Kingdom,1,2,1,Hibernating
